id,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Month,Location Longitude,Location Latitude
2056,BMW,3.4,196,410.3,478,483,75.1,4608,1806,1402,2919,2946,566,537,5,2335.0200666666665,86,229488,2020-09-07,23:27:52,Jul,-31.863301,-79.199636
2057,Polestar,5.1,272,458.5,252,334,75.7,4700,1803,1415,2915,2814,433,497,4,1117.8176,95,748792,2020-08-21,15:57:06,Feb,106.817451,53.784729
2058,Tesla,7.8,335,260.1,447,354,74.5,4790,1834,1432,2755,2984,639,554,7,2574.3912,68,261378,2022-05-22,08:59:24,Nov,-77.695712,-22.565505
2059,Volkswagen,7.8,338,253.4,476,690,70.4,4295,1832,1477,2717,2884,469,464,5,2165.2018666666663,68,112763,2020-10-06,23:23:32,Oct,-90.506755,-59.683428
2060,Tesla,4.9,238,275.5,304,209,73.7,4486,1891,1405,2800,2966,639,447,7,1482.2784000000001,63,905431,2024-06-06,05:47:56,Jun,-88.479551,54.164075
2061,BMW,3.8,217,302.5,440,501,84.9,4785,1862,1408,2786,2665,472,535,4,1178.3986666666665,79,284136,2021-02-22,19:33:14,Jun,140.998672,0.827402
2062,Volkswagen,3.8,220,304.3,245,233,80.1,4327,1819,1469,2895,2804,482,508,4,1171.4903333333332,78,803422,2024-07-20,13:27:30,Sep,-54.188586,-17.030597
2063,BMW,5.0,257,265.5,412,481,73.7,4387,1879,1407,2959,2838,532,441,5,1593.9989333333333,65,832818,2022-07-14,21:14:49,Feb,-118.653678,-81.016598
2064,Polestar,4.5,252,208.8,495,713,71.9,4521,1816,1439,2732,3138,512,451,7,1243.0459999999998,53,848050,2024-02-15,15:33:09,Mar,42.071609,28.662427
2065,BMW,7.2,314,245.4,325,262,73.5,4428,1844,1427,2950,3061,467,531,7,1645.7316666666666,54,842349,2022-11-16,07:23:43,Feb,-48.223277,-15.111734
2066,Volkswagen,3.8,213,323.9,334,295,71.0,4310,1896,1441,2978,2790,478,506,5,936.3922666666666,71,764735,2023-08-02,20:12:15,May,-81.004388,-3.924131
2067,Volkswagen,5.8,271,208.6,383,199,72.8,4202,1863,1457,2877,3123,497,458,7,1441.0265666666667,58,142434,2022-08-25,09:57:46,Nov,76.292181,3.027032
2068,Volkswagen,4.4,235,299.8,409,370,70.3,4454,1836,1477,2825,2795,583,546,5,1201.2385666666667,72,615108,2022-05-20,23:03:57,Feb,-22.080727,-65.841386
2069,Tesla,3.7,222,304.1,216,218,72.2,4676,1853,1446,2971,2790,584,430,5,685.9096,73,189532,2021-06-18,15:05:51,Sep,104.55782,76.415923
2070,Tesla,6.9,325,271.7,481,688,73.1,4465,1854,1462,2982,2908,587,465,5,2045.0118333333332,68,943102,2020-12-26,08:35:34,Oct,104.405447,63.485546
2071,Polestar,7.3,309,361.6,359,435,78.0,4669,1870,1492,2805,2905,633,426,7,1248.6009333333334,95,146816,2023-07-04,18:06:18,Oct,-108.242941,-83.609015
2072,Tesla,7.0,322,395.4,225,188,81.9,4767,1892,1496,2772,2889,517,507,5,797.6875,85,739313,2023-01-31,17:05:55,Feb,57.249158,66.823795
2073,BMW,3.4,208,338.6,297,348,73.3,4692,1840,1432,2734,3138,630,504,7,1585.3814,72,193150,2020-06-16,01:14:11,Aug,-130.930892,-48.273689
2074,Tesla,6.0,291,241.9,224,227,71.9,4611,1831,1402,2739,2919,518,442,7,1133.1189333333332,50,598247,2021-03-20,15:33:38,Nov,134.343428,-87.037769
2075,BMW,7.3,310,207.0,217,244,71.5,4588,1888,1417,2881,3061,516,467,7,1099.8941333333335,57,736384,2024-03-25,03:09:13,Jul,-63.750581,48.976114
2076,Tesla,4.7,261,403.3,291,424,79.9,4623,1808,1441,2729,2866,537,467,4,964.2339,83,588954,2020-01-06,19:20:52,Nov,62.959376,33.116321
2077,BMW,4.8,235,450.2,453,266,84.2,4459,1845,1460,2868,2873,467,405,5,1222.9080999999999,94,220381,2020-02-24,07:12:52,Dec,-99.833942,10.585776
2078,Volkswagen,5.3,263,280.5,322,265,71.8,4753,1852,1407,2912,2781,419,487,5,1172.8197999999998,71,284302,2023-07-29,10:15:48,Jun,-110.653004,-14.233046
2079,Tesla,7.0,310,403.5,287,412,82.5,4302,1822,1416,2900,2916,506,402,5,1192.7663,99,492620,2024-01-02,00:35:55,Nov,177.94308,79.600859
2080,Polestar,3.0,180,338.5,393,247,77.7,4754,1891,1482,2831,2807,445,452,4,1116.6332000000002,80,779132,2024-05-24,05:55:34,Sep,16.762853,9.440221
2081,BMW,6.7,293,309.4,368,455,73.9,4623,1815,1421,2837,2716,542,532,4,1841.7706666666666,68,386273,2021-12-04,14:03:22,Oct,13.685602,-19.500002
2082,Polestar,3.5,196,227.0,243,357,72.0,4628,1821,1482,2964,3004,488,564,7,1325.2076000000002,63,247944,2023-08-10,17:07:03,Mar,-15.007449,14.896455
2083,Tesla,4.8,247,248.6,356,270,73.6,4745,1857,1410,2991,2993,562,511,7,1079.9542666666666,66,982552,2023-02-22,15:50:58,Dec,-34.450691,71.84019
2084,Volkswagen,6.4,294,329.2,465,444,77.2,4237,1891,1448,2855,2951,632,455,7,1775.9070000000002,82,201837,2020-01-23,02:45:59,Apr,6.558047,88.609393
2085,BMW,6.9,324,288.4,338,244,81.4,4491,1868,1408,2921,2793,586,470,5,1760.7811333333334,80,638527,2024-03-23,10:53:12,Mar,-91.307414,-10.330647
2086,Tesla,5.9,296,210.3,270,222,74.9,4496,1840,1490,2988,2909,580,422,5,1168.756,58,303838,2020-01-14,02:10:30,Oct,60.573907,64.605165
2087,BMW,3.8,233,195.2,500,623,70.3,4479,1832,1431,2812,2747,449,516,5,1442.4666666666667,52,333905,2020-03-13,00:46:50,May,-60.617675,-52.027761
2088,Volkswagen,4.4,251,394.1,438,638,78.5,4786,1884,1435,2847,2600,560,492,4,1781.9684,93,133765,2023-07-23,17:15:02,Nov,-56.747925,-51.685819
2089,Tesla,4.6,255,275.6,250,268,77.6,4209,1843,1494,2984,2766,555,435,4,1231.825,76,108758,2021-01-10,06:59:11,Aug,-87.953489,-9.059702
2090,Tesla,5.0,261,344.6,211,183,76.2,4675,1821,1479,2952,2792,548,485,4,815.4870000000001,98,996294,2022-10-09,12:56:55,Jul,60.189314,-54.721796
2091,Volkswagen,4.9,238,412.0,465,546,76.6,4606,1844,1423,2769,2809,576,513,4,1483.183,86,129950,2023-07-25,12:31:53,May,-73.737918,23.195414
2092,Tesla,7.1,320,239.4,356,294,73.4,4560,1889,1419,2952,2733,501,416,5,968.7165333333334,64,560102,2022-01-11,06:53:36,Nov,-89.174634,64.79364
2093,BMW,6.2,298,280.9,443,526,72.1,4427,1880,1479,2794,3051,615,566,7,2517.9977,67,829791,2022-03-21,19:55:43,Jul,-161.642835,89.688128
2094,Tesla,3.2,215,270.6,483,708,71.3,4440,1837,1493,2916,2708,517,434,4,2033.8866,60,639675,2024-09-13,11:22:49,Jun,-32.732309,-70.572628
2095,Volkswagen,6.3,293,439.5,467,472,80.2,4237,1808,1401,2950,2970,533,485,7,2418.5142333333333,99,327994,2023-06-10,01:02:47,Dec,169.168993,-61.402794
2096,BMW,6.9,316,400.6,264,234,79.5,4451,1858,1414,2909,2793,437,515,5,779.144,86,925170,2022-12-15,06:15:29,Mar,-168.817409,10.3493
2097,Volkswagen,7.1,314,340.6,459,616,79.3,4385,1899,1452,2709,2883,549,524,4,1815.9095000000002,97,154162,2024-02-05,18:01:08,Jun,-151.663076,51.770364
2098,BMW,5.6,271,365.4,451,251,75.9,4560,1850,1445,2869,2906,532,497,5,1341.5703333333333,83,116535,2021-10-23,16:09:37,Feb,172.23149,14.080511
2099,Polestar,6.8,309,404.3,361,414,77.4,4355,1888,1422,2931,2975,446,405,5,1385.4773666666667,93,895688,2021-07-05,04:16:31,Nov,118.706013,-39.289891
2100,BMW,3.8,204,474.0,415,448,84.3,4708,1885,1417,2922,3111,605,503,7,1988.1433333333334,95,961963,2023-02-12,07:05:51,Mar,159.045708,-64.902842
2101,Tesla,4.6,229,244.1,306,377,72.9,4422,1860,1416,2863,2766,537,509,5,1713.5980000000002,67,237240,2020-08-24,11:07:08,Nov,14.528935,-88.791517
2102,Tesla,5.0,259,445.9,389,538,77.6,4602,1839,1461,2730,2611,564,452,4,965.0722333333333,91,248161,2022-03-06,10:43:23,Jan,-111.876784,-1.107847
2103,BMW,5.5,276,321.8,357,217,80.2,4462,1888,1489,2791,2704,565,414,4,858.9387,81,823175,2021-10-19,05:35:45,Sep,116.81725,-89.488836
2104,Polestar,3.4,198,228.1,369,397,70.8,4577,1811,1460,2950,2687,577,452,4,1966.1200999999999,52,737290,2024-08-02,17:51:22,Oct,118.713985,88.949088
2105,Polestar,4.0,232,358.2,207,302,82.0,4596,1865,1499,2783,3143,542,478,7,1367.1979999999999,99,772484,2024-01-15,14:54:17,Mar,-168.643001,43.058382
2106,BMW,7.1,331,290.5,373,367,78.4,4407,1837,1407,2766,3171,442,551,7,1166.6586333333335,79,821970,2024-10-15,21:41:56,Oct,173.735153,-4.695138
2107,Polestar,3.0,204,371.5,260,312,78.9,4750,1802,1424,2879,2771,440,540,5,688.7760000000001,100,216259,2023-09-13,04:45:50,Oct,54.493859,81.243204
2108,Polestar,4.6,246,290.8,265,149,74.1,4649,1879,1467,2971,3156,606,442,7,1249.6043333333332,74,726406,2023-09-07,03:38:30,Oct,-140.260046,-83.277091
2109,Tesla,5.7,290,273.7,322,350,79.8,4726,1850,1478,2885,2635,574,453,4,1405.6860666666664,75,201622,2020-11-20,09:41:25,May,-108.48058,-73.529164
2110,BMW,6.5,310,306.0,463,608,77.7,4428,1820,1404,2874,3166,441,438,7,2633.3616666666667,83,902150,2023-07-15,06:15:19,Feb,-19.106188,-11.50612
2111,Polestar,5.9,272,326.3,386,249,72.5,4264,1808,1418,2828,2947,509,437,7,1767.3919999999998,70,373690,2021-12-06,19:43:03,Aug,43.769947,-24.930343
2112,Volkswagen,7.1,323,429.6,228,237,84.6,4306,1846,1469,2885,2938,520,569,7,878.4584,87,132813,2024-07-20,21:13:26,Aug,-44.035306,-51.465406
2113,Volkswagen,5.9,293,323.5,412,586,77.0,4725,1815,1486,2742,2789,576,502,4,1114.8597333333332,76,737199,2023-12-06,10:12:34,Jul,-159.261513,25.653542
2114,BMW,7.1,327,400.5,359,407,84.6,4745,1822,1472,2958,2676,407,534,4,1089.5182333333335,96,644207,2020-03-09,07:42:44,Aug,153.195132,79.193962
2115,Volkswagen,4.7,247,381.8,465,324,77.5,4568,1853,1443,2805,2845,453,417,5,1418.669,80,133721,2020-12-21,15:41:13,Sep,-41.053413,65.037459
2116,BMW,4.9,263,266.6,213,143,73.6,4730,1827,1442,2807,3076,609,505,7,819.8425,68,264712,2021-04-02,08:01:32,May,97.660476,-3.343254
2117,Tesla,6.8,311,385.0,279,377,80.5,4384,1806,1498,2723,2721,505,518,4,804.8441,83,165692,2023-02-26,12:54:12,Apr,-75.13689,-68.470907
2118,BMW,4.4,240,364.3,467,493,77.3,4220,1820,1438,2879,2749,381,427,4,1033.7506666666668,93,999250,2024-01-17,01:40:45,Jul,31.168753,83.198632
2119,BMW,3.4,219,426.9,288,308,77.6,4397,1849,1415,2826,2930,531,437,5,782.3008,86,188392,2023-10-23,21:18:11,May,-28.764757,-22.162013
2120,Tesla,7.4,324,271.2,492,364,74.8,4473,1858,1404,2792,2870,402,432,5,2651.7635999999998,64,883495,2024-04-19,20:35:00,Sep,-100.575813,-39.912033
2121,Polestar,6.3,298,214.2,468,524,71.8,4277,1877,1440,2709,2602,434,485,4,2279.0276000000003,56,940601,2021-01-14,08:05:04,Dec,-9.532778,33.51305
2122,Volkswagen,6.8,303,251.5,454,248,70.4,4654,1897,1461,2740,2991,412,441,5,2164.6542,71,352935,2023-01-08,20:08:52,Oct,-105.365003,-77.478376
2123,Volkswagen,5.4,258,282.3,243,191,73.8,4776,1897,1441,2916,2982,541,434,7,800.3681,71,444109,2022-04-09,22:02:02,Feb,-60.070828,44.511832
2124,Volkswagen,5.2,246,332.9,311,401,71.8,4326,1895,1433,2925,2642,391,474,4,1349.6944333333333,74,283532,2021-05-12,21:17:24,Apr,-21.424144,78.78999
2125,BMW,3.9,230,188.7,207,291,74.2,4283,1829,1435,2829,2705,512,442,4,929.1229999999999,51,633393,2021-02-08,11:35:29,Aug,151.942066,-8.6938
2126,Polestar,5.9,270,350.8,422,442,75.7,4500,1871,1422,2906,2870,395,519,4,2255.351,75,263804,2022-06-08,10:40:54,Aug,89.462016,23.272334
2127,Tesla,4.6,239,318.9,316,450,81.7,4636,1897,1402,2995,2687,465,510,4,1641.5287999999998,86,453906,2022-10-07,00:14:54,May,-175.724198,44.57836
2128,BMW,4.5,231,384.9,471,619,79.1,4439,1897,1445,2877,3022,587,472,7,2610.1406,79,390993,2024-02-20,05:13:20,Oct,80.5467,15.461633
2129,Volkswagen,5.0,253,234.6,278,415,74.7,4387,1813,1419,2892,2678,463,399,4,1523.28,57,769336,2020-03-14,18:43:48,Mar,82.858314,61.320222
2130,Tesla,4.5,255,242.1,229,339,71.5,4584,1840,1493,2794,3179,591,493,7,738.6740666666667,66,463309,2024-05-31,21:03:04,Jul,89.479055,-30.295542
2131,Polestar,7.2,328,236.7,456,437,74.5,4443,1838,1484,2885,3012,492,455,7,1385.9256,50,619133,2023-10-07,18:12:24,Jan,-100.284842,47.786159
2132,BMW,4.1,234,411.1,235,117,80.8,4351,1841,1422,2858,3064,572,466,7,949.9863333333334,89,713694,2020-04-27,05:12:24,Sep,-106.721238,77.382932
2133,BMW,7.5,330,293.1,372,512,73.8,4565,1814,1490,2895,2717,422,471,5,1543.9772,63,395031,2024-10-07,08:05:18,Oct,105.813764,-73.550715
2134,Tesla,3.3,209,183.5,296,251,70.8,4241,1847,1496,2836,2862,543,496,4,1418.9378666666669,52,120070,2022-08-21,06:28:26,Apr,37.2974,-0.843924
2135,BMW,4.3,219,335.3,339,450,79.8,4611,1879,1472,2869,2620,545,521,4,1393.0991999999999,89,691726,2022-01-16,16:40:02,Dec,-139.049511,19.00568
2136,BMW,5.4,272,264.5,315,350,72.1,4590,1852,1401,2850,2803,476,474,4,1006.442,63,193680,2021-08-13,21:08:54,Apr,-112.656626,61.181973
2137,Tesla,6.1,275,243.5,343,460,72.9,4397,1886,1455,2703,2921,528,445,5,1875.7171,66,137342,2020-11-01,23:17:51,Jan,-164.818086,-15.113441
2138,BMW,7.3,324,256.9,239,309,74.0,4727,1815,1440,2860,2975,462,488,5,972.0907,68,451097,2024-02-25,07:05:47,Oct,-9.842229,47.831747
2139,Tesla,3.1,213,265.8,359,302,74.5,4329,1876,1405,2744,3142,603,422,7,1782.7091666666668,70,282547,2024-08-31,06:35:20,May,174.753514,-70.075123
2140,Polestar,7.2,315,221.0,479,456,71.4,4350,1864,1485,2738,2956,599,475,7,1907.6122,50,951603,2020-10-04,22:07:01,Sep,41.425694,35.40917
2141,Tesla,5.9,279,347.9,350,407,80.1,4679,1822,1459,2937,2821,508,531,4,1841.045,89,976853,2023-06-11,07:50:45,Feb,105.933446,-51.982429
2142,Tesla,3.9,233,409.2,200,194,76.4,4527,1861,1428,2907,2876,394,534,4,900.2866666666666,94,239207,2024-06-15,17:21:46,Mar,-6.639733,27.180863
2143,Polestar,4.0,232,204.2,257,357,74.2,4214,1858,1419,2773,2709,592,450,5,843.6014666666666,50,501227,2021-09-27,17:08:31,Jul,60.969902,7.288625
2144,BMW,5.7,272,291.8,423,567,70.9,4640,1813,1448,2798,2816,571,423,4,1094.9975,69,584362,2023-08-06,16:53:51,Mar,12.006579,83.094649
2145,Volkswagen,6.2,282,323.4,229,114,72.1,4791,1873,1500,2906,2964,478,487,5,710.0762666666667,68,459511,2024-05-17,14:11:05,Jan,-89.565659,40.716239
2146,Volkswagen,7.2,311,417.6,296,362,78.6,4629,1838,1471,2778,3127,484,558,7,1310.6088,100,428516,2023-10-16,23:48:30,Jul,-151.465295,-29.226931
2147,BMW,6.4,289,273.4,301,246,72.8,4761,1825,1428,2975,2673,571,531,4,1646.8267333333333,65,948992,2023-05-16,17:13:00,Nov,170.048647,-70.035709
2148,Polestar,5.0,247,297.2,378,437,72.1,4410,1845,1445,2854,3091,558,490,7,1006.8506,68,739647,2022-12-02,19:19:02,Nov,161.33103,-51.226183
2149,Tesla,4.7,244,270.6,206,128,75.0,4425,1900,1432,2901,3082,463,549,7,1088.7022666666667,68,142250,2024-07-27,10:45:20,May,3.155241,85.02567
2150,BMW,6.1,293,424.7,255,196,79.9,4421,1840,1431,2928,2957,523,566,7,1107.996,98,726625,2023-11-11,18:04:18,May,-120.706652,-70.037763
2151,Polestar,4.4,245,366.0,285,253,77.5,4544,1870,1490,2775,2941,549,442,7,1251.1605,82,795879,2023-02-07,08:34:48,Sep,104.275797,38.016855
2152,Volkswagen,3.7,208,275.6,261,372,77.2,4310,1870,1495,2925,3052,514,424,7,1339.6424,76,319706,2021-08-05,19:22:48,Mar,-32.116686,23.086259
2153,Tesla,7.3,320,213.1,283,279,70.9,4402,1876,1454,2921,3058,541,544,7,982.4767,53,726604,2023-07-21,23:34:07,Mar,-140.134032,-13.234925
2154,Volkswagen,7.3,317,262.1,221,254,73.2,4797,1879,1486,2852,3156,624,557,7,1252.5566333333334,58,771383,2024-01-23,01:08:39,Feb,-33.308592,-7.131742
2155,Polestar,3.9,213,258.5,245,321,70.4,4588,1822,1486,2855,2861,480,450,5,1160.6568333333332,61,376800,2022-02-07,08:30:45,Aug,179.751575,62.11534
2156,Volkswagen,3.3,194,369.1,401,506,78.1,4361,1859,1420,2787,2859,585,438,5,2068.4681666666665,75,173852,2023-11-15,10:27:00,Feb,-123.36202,7.545127
2157,BMW,7.6,323,341.5,465,314,77.2,4393,1807,1454,2986,3021,534,531,7,1301.0335,80,806035,2022-03-24,15:52:47,May,118.157761,16.522693
2158,Volkswagen,3.2,194,275.6,366,251,71.1,4221,1825,1472,2920,2929,471,437,7,1684.07,63,458395,2024-10-03,18:03:53,Jul,12.1746,9.894592
2159,Polestar,4.7,249,313.4,419,508,73.3,4207,1861,1418,2787,2822,566,514,5,1595.8699000000001,63,731976,2021-03-13,18:45:09,Dec,51.393594,-50.97571
2160,BMW,5.2,257,331.0,251,342,77.0,4565,1851,1419,2824,2775,490,535,4,1073.2206333333334,75,125562,2023-11-24,18:59:08,Sep,-76.233377,-46.132276
2161,Polestar,6.3,294,318.3,298,247,71.8,4521,1857,1428,2737,2872,452,527,4,1607.7321333333334,72,464338,2020-08-11,06:14:22,Apr,-126.674393,-39.624321
2162,Tesla,7.3,327,322.8,224,264,71.4,4210,1900,1443,2951,2741,458,462,5,1103.8581333333332,70,662117,2021-11-21,15:26:23,Mar,152.278711,-25.551195
2163,BMW,3.5,202,265.6,461,385,74.0,4755,1899,1457,2981,2616,557,420,4,2308.460333333333,54,560509,2022-12-23,15:35:47,Dec,33.41462,42.227032
2164,Tesla,3.1,189,329.3,495,287,77.3,4631,1831,1468,2724,2795,505,460,4,1787.6465,84,386418,2023-12-31,17:31:19,Jul,-179.54224,31.393956
2165,BMW,3.9,226,259.4,220,126,74.3,4385,1803,1442,2994,3124,462,515,7,748.4493333333334,59,863373,2023-01-11,10:51:14,Sep,-173.190223,-78.874585
2166,BMW,3.6,204,325.4,470,389,82.1,4545,1815,1483,2798,2867,476,416,4,1725.855,84,930605,2023-01-16,14:07:01,Nov,-65.931868,37.856325
2167,BMW,6.8,298,460.6,347,520,75.9,4706,1857,1498,2812,2897,575,524,5,1871.2187000000001,95,116751,2024-10-27,19:40:44,Aug,66.47892,-63.787425
2168,BMW,5.1,245,329.2,390,324,72.7,4561,1817,1420,2797,2709,585,522,5,2096.2340000000004,66,298045,2023-08-23,03:13:22,Dec,-76.014176,69.578864
2169,Tesla,7.8,346,289.7,314,419,70.9,4736,1885,1472,2918,2952,596,475,7,1260.9768,72,287880,2022-07-27,16:29:07,May,-124.88035,-40.686064
2170,Polestar,6.6,290,271.1,327,303,71.4,4425,1899,1476,2993,2651,387,520,4,967.0984000000001,70,179166,2024-11-01,09:00:38,May,71.718161,-89.077651
2171,BMW,3.6,210,275.9,209,133,72.1,4366,1851,1417,2838,2864,597,415,5,622.1453999999999,62,812048,2024-03-25,16:37:14,Feb,10.058196,64.138348
2172,Volkswagen,6.5,289,308.9,263,274,71.9,4392,1870,1458,2737,3031,516,563,7,1061.9234666666666,69,611637,2020-10-08,19:20:15,Nov,-81.386985,12.61819
2173,Volkswagen,7.7,330,397.1,352,447,76.3,4308,1879,1496,2733,2747,454,456,4,1673.1786666666667,92,766176,2020-03-19,01:47:00,May,151.915934,7.876322
2174,Volkswagen,5.5,282,250.7,290,297,74.0,4504,1852,1433,2853,3162,516,458,7,1488.3176666666666,60,880215,2021-01-14,02:02:54,Jun,50.68212,31.040055
2175,Volkswagen,6.1,279,322.1,370,265,75.3,4248,1840,1491,2731,2823,503,455,5,2021.3503333333335,76,848732,2022-10-18,19:27:12,Mar,66.561297,-44.159374
2176,Tesla,5.8,294,197.9,482,576,71.4,4616,1850,1498,2831,3117,544,545,7,2171.783266666667,52,532188,2023-06-20,09:50:36,Dec,163.881561,-66.444115
2177,BMW,5.4,282,441.9,220,184,77.7,4678,1800,1435,2908,2899,449,419,4,1234.6306666666665,91,520831,2021-03-18,08:47:37,Oct,143.036882,29.629538
2178,Volkswagen,6.5,289,242.4,237,327,72.9,4509,1838,1470,2780,3074,568,438,7,1406.309,67,798074,2021-03-13,22:22:45,Jun,89.082059,-38.466553
2179,Polestar,3.9,231,351.1,356,196,83.8,4260,1851,1476,2797,2879,424,449,5,1473.2516,78,544441,2021-07-23,22:43:54,Feb,52.535258,-25.402128
2180,BMW,7.3,328,285.4,258,163,71.0,4759,1892,1436,2707,3060,605,443,7,1531.8206,67,352224,2022-08-27,09:17:33,Dec,-145.188022,64.094519
2181,BMW,5.5,255,254.5,403,257,73.7,4377,1884,1433,2838,2818,558,504,5,2007.133733333333,52,345663,2020-09-28,18:39:41,May,76.151802,28.079818
2182,BMW,5.4,276,300.5,452,648,75.1,4470,1824,1481,2950,2870,548,406,4,2310.8399999999997,76,753179,2020-05-10,05:16:01,Mar,32.245859,-23.81655
2183,Tesla,3.5,208,328.1,481,539,83.5,4771,1843,1438,2734,2831,473,544,5,1408.3602333333333,85,507124,2021-06-09,17:02:19,Sep,-100.977931,-78.240705
2184,Volkswagen,4.4,247,251.8,223,193,70.7,4410,1884,1466,2927,3039,504,488,7,1067.8147,62,670619,2020-07-02,18:59:33,Sep,-150.428807,69.063985
2185,Tesla,5.7,263,319.0,346,470,71.4,4739,1887,1497,2896,2961,467,530,7,992.3720666666667,72,692285,2021-03-09,03:31:41,Apr,36.131384,89.891292
2186,Tesla,3.5,217,201.8,349,218,74.0,4311,1836,1426,2843,2859,417,390,4,1855.0278,51,237969,2022-11-26,15:31:39,Jun,-156.415154,69.838426
2187,Volkswagen,7.2,317,335.8,309,243,74.3,4598,1837,1450,2754,2890,578,505,5,898.076,68,549111,2022-11-20,17:28:35,Mar,39.575033,62.938282
2188,BMW,4.5,227,412.6,209,191,82.4,4644,1828,1490,2729,3112,607,486,7,787.4369999999999,89,720881,2021-11-13,01:52:55,Jan,-75.012918,-39.797469
2189,Polestar,6.4,287,320.2,330,283,83.5,4639,1833,1480,2795,2935,638,452,7,1991.1340000000002,80,779342,2024-06-01,08:43:06,Aug,-146.55673,-75.313146
2190,BMW,3.5,202,287.3,239,287,74.1,4215,1839,1487,2927,2820,419,403,4,721.0598333333332,60,635219,2023-06-02,00:32:57,Oct,154.29326,-16.678927
2191,Polestar,4.1,227,328.8,380,253,72.1,4281,1817,1445,2822,2788,408,509,4,966.2573333333333,67,280038,2024-04-17,21:58:53,Apr,-16.312971,-13.189643
2192,Polestar,5.8,273,285.4,308,194,76.1,4433,1803,1466,2829,2979,624,434,7,1473.2246666666665,78,404378,2020-12-23,17:36:52,Nov,49.840214,64.855024
2193,Volkswagen,5.9,283,411.2,495,539,82.5,4470,1804,1429,2871,2906,560,528,7,1358.2489999999998,93,615081,2024-07-10,20:05:19,Sep,-71.74579,-23.666729
2194,Tesla,7.5,320,357.1,351,199,79.8,4623,1858,1493,2991,2642,476,490,4,1170.0937999999999,88,822705,2023-01-17,18:07:05,May,-152.47686,-11.307272
2195,Polestar,4.4,231,396.3,304,329,80.4,4247,1889,1408,2945,2770,425,424,5,1033.0837333333334,97,122269,2023-02-10,12:37:33,Apr,-146.946764,21.587094
2196,Tesla,7.7,345,221.7,212,113,71.9,4481,1858,1403,2717,3158,639,524,7,1123.6516,57,698562,2023-11-09,10:05:16,Jan,60.794727,75.440528
2197,Polestar,3.9,211,409.9,207,116,83.0,4793,1851,1491,2780,2960,488,521,7,1122.2204000000002,97,584266,2022-08-26,23:28:40,May,-110.929082,36.004196
2198,Tesla,4.3,245,335.3,456,562,72.2,4634,1892,1440,2991,3068,635,530,7,1188.812,71,961194,2023-04-11,01:04:41,Sep,0.473316,-59.006591
2199,BMW,6.2,282,372.9,335,409,83.8,4573,1803,1495,2830,2775,519,412,5,1167.096,78,109077,2020-08-23,17:34:35,Nov,-67.039699,-49.014554
2200,Tesla,5.8,282,396.2,220,149,78.3,4793,1899,1490,2707,2842,596,421,5,787.0933333333332,82,636013,2022-11-14,03:46:32,May,-83.526698,15.502663
2201,BMW,6.9,303,429.3,376,491,79.5,4422,1874,1417,2711,2815,436,483,5,882.9834666666667,92,227049,2020-07-11,11:07:06,Mar,93.967888,48.369433
2202,Tesla,5.5,282,337.8,400,458,84.2,4647,1883,1495,2935,2816,464,489,4,1803.56,83,990668,2023-07-04,00:24:05,Jan,-117.977861,66.351504
2203,Volkswagen,4.8,243,235.6,330,328,70.3,4557,1812,1459,2865,2805,443,446,4,1721.7510000000002,65,843595,2021-04-06,18:28:22,Jan,40.60198,-77.647336
2204,Volkswagen,7.4,318,213.2,451,455,72.3,4683,1900,1464,2980,2862,538,420,5,1348.666066666667,53,553483,2021-04-21,01:12:18,Jul,23.170931,-76.72877
2205,Tesla,4.8,263,388.5,239,293,84.3,4424,1836,1447,2756,3099,552,507,7,1487.1460666666667,79,257665,2022-11-10,20:14:32,Sep,160.529795,-12.804823
2206,Polestar,6.0,288,225.8,252,360,70.6,4551,1809,1414,2976,2908,590,477,7,1212.2936,53,244701,2023-11-25,21:03:44,Jun,-117.834175,-78.164406
2207,BMW,4.6,252,306.2,381,259,81.6,4530,1858,1413,2815,2865,519,508,4,1021.3598000000001,87,730764,2023-09-06,08:38:37,Dec,-150.998654,-9.690922
2208,Tesla,4.5,238,255.0,290,260,70.5,4727,1878,1465,2789,2924,533,403,5,1332.3380000000002,71,119095,2024-08-15,00:19:53,Jun,85.845818,78.475739
2209,BMW,4.1,217,364.5,432,491,82.9,4549,1800,1431,2747,2931,560,538,5,1158.1936,87,170867,2022-07-12,22:03:30,Oct,179.929474,-44.172464
